name,geometry.location.lat,geometry.location.lng,review_text,review_rating
Davies Reserve Dog Off Leash Area,-37.9207008,145.1022813,[],[]
Southern Reserve Fenced Dog Off Leash Area,-37.93452889999999,145.1771829,"[""This is essentially a cricket field. So far our favourite dog park. Fully covered in grass so no dust or mud, but we did go when there hadn't been any rain for a while. It's extremely spacious so you sort of have your own area. Some areas of the fence have a gap underneath that may allow smaller dogs to creep through. Also need to ensure the grounds aren't booked for sports, especially on weekends."", ""It was ok for off leash dog experience. I will need to go when it's not so muddy. It's all grass so every step was slippery and muddy. No other surface to break it up. Overall as dog park, it's OK"", 'Generous dog off leash area.\nNot crowded, but lawn can be mushy easily after rain. Not a big deal though 😅', ""Just drop by and didn't expect this good, really big area, fully fenced, grass fully covered, can tell it's well maintained."", 'It’s good']","[5, 3, 5, 5, 4]"
Sabina Park,-37.9313959,145.1901313,[],[]
Mavis Hutter Reserve Dog Off Leash Area,-37.9373031,145.0916273,[],[]
Spring Road Reserve Off-leash Dog Park,-37.9739994,145.1336234,"['Great dog park. Has the fully fenced area then on the other side of that is a semi fenced very large off lead park.', ""Grass in dog of leash park reached 2 feet before council decided to cut it\nUnfortunately don't know where they got a contractor has been doing a terrible job to date,the raised garden beds they put in are waterlogged every time it rains, just wonder who this council has in charge of landscaping."", 'Small fenced off area for dogs. Off leash area nice and wide. Water tap for dogs and bin for poo', 'This place is more like a farm than a dog park! Amazing place for dogs.', 'Great large place to have your pets unleash and run around.. well maintained...']","[5, 2, 3, 5, 3]"
Walter Galt Reserve Dog Off Leash Area,-37.9910716,145.0889838,"[""As always when there's no football training is a great spot for dogs to socialize and some people you can see the happiness and they prance around which I see tennis balls and the like.  The other side of Walter Galt 1 is also a great spot for letting your dogs off the leash and having a run I don't know what it is about this venue but the dogs love it."", ""Definitely one of the better dog parks in Parkdale! A huge open area that's fence on all sides (albeit with no fence where the off road parking is).\n\nPlenty of dogs here so great for socialisation, and dog owners generally pick up after their dog.\n\nWhen sports are on, the remaining space is limited, so best time to come is very early in the morning or late in the afternoon."", ""A fair sized area for your dogs to run around however it is not enclosed so if your dog hasn't been taught to return when called, this is not the spot for you. Otherwise it is a good place to meet other dog owners and have a chat while your dogs play together. There are (3) water fonts for dogs and their owners when thirsty.\nThere is a playground but it is at the other end of the park. This is also where there is a picnic area and free gas hot plates for cooking. There are no rest rooms here though. However there is  one restroom attached to the pavillon which is adjacent to the dog Off Leash area but it is not always open."", 'Great park, lots of open space for walks & sports', 'This really is the local footy oval with no entry or exit gates to keep dogs in or out. Unfortunately, as a Husky owner, I couldn’t let our girl off the lead as she’d run away into neighbouring street immediately. Good for other, more passive breeds, to run and play off the lead.']","[5, 5, 4, 5, 3]"
Southern Road Reserve Dog Off Leash Area,-37.9810974,145.0869402,[],[]
Doggy Play Park,-37.969004,145.1237978,"['So glad I found this place. Such a wonderful incredible park that provides a safe and engaging place for our dogs especially our new adoptee who isn’t completely comfy around other dogs yet. The private sessions are so wonderful and a great way to practice training or just play. All the fencing is so secure and they’ve really thought about everything. There’s heaps of agility and activities in each of the areas and they are super clean and tidy too and there’s so so so much space. Thank you for making this place possible. So glad to be apart of it. So fun watching all the groups of dogs be able to play safely too and just be dogs.', 'This place is a godsend and I’m so glad I found it!!\n\nI have a young puppy who is still working on recall, and I am so happy to have found a place where we can safely practice in public with all the usual outdoor distractions\n\nShe is also super tiny so it’s been awesome to find somewhere she can safely play with other small dogs, where numbers are kept limited.\n\nThe park was so well-equipped, with doggy bags & bin, ample water supply and so many fun agility and play areas. The undercover bench table & seating was also a lovely surprise. They even have toilets for the humans!\n\nI will absolutely be a repeat visitor and can’t wait to go back.', 'Their favourite place!! I struggle to take them anywhere else now! They love the smells and the pool, I love the security it provides. We do training and play at these parks and the girls love it! I would recommend to anyone with any kind of dog, social or reactive. Incredible space with plenty of roaming. Get used to a wet dog in the car if your dog likes water/pools 😂', 'Very thoughtfully designed park, immaculate and a heap of fun for us and our pup. Safe, secure and stimulating environment, well done to the owners!\n\nWe are so glad to have discovered this local business, so impressed and our Rottie  is looking forward to another play!', 'We found it an excellent place to take our greyhounds to be off leash. Great area, safe, love the booking system and very handy for us. Always meet lovely people and greys there. Always being updated.']","[5, 5, 5, 5, 5]"
Whitehaven Crescent Reserve Dog Off Leash Area,-37.9277918,145.1767932,[],[]
Whites Lane Retarding Basin Dog Off Leash Area,-37.896576,145.1697802,[],[]
Heatherton Park Dog Off Leash Area,-37.9581894,145.1296975,"[""Heatherton Park is a dog's dream come true! With acres of open space, it's the perfect spot for your furry friend to run, play, and explore to their heart's content. The vast, well-maintained grounds offer plenty of room for games of fetch and meeting new pals. It's not just a treat for dogs, but a relaxing escape for owners, too. This park is a fantastic spot for bonding with your pet in the great outdoors. A visit to Heatherton Park is guaranteed tail-wagging fun!"", ""Expansive off leash dog area with some pleasant views at the top of the hill. Can have some flooded areas (which the dogs seem to love), and it's very far from any roads which is great. There's a path than runs aside the off leash area with benches along the way too. Not very crowded and a larger area, so good if your dog isn't too sociable. Great for letting the dogs run off some steam!"", 'It’s very close for locals and community groups to come and experience this landscape of this park. It’s got a great playground for the kids and it’s got shelter and a BBQ for family and friends to have picnics to hangout.\nThis land is perfect for dogs to play fetch and run around and the walking trail is really good to keep fit and to cheer up your day.', ""Great park and walking path usually. However at the moment in January the walking path on Heatherton Rd and grassy area around it is overun with yellow hornets who are aggressive and follow you - don't walk down that side, it's not safe at all for humans and dogs alike"", 'I went with my dog  every day to the park and my dog was attacked by 2 other dogs, one time the dog walked alone and he is from the house with the truck situated in the Heatherton Road, and the second one He just run to me on the enter of the park and the dog was off leash where he has to have the leash on,and also he was not trained because he is ignored the owner when she tried to called him back and come outside and attacked my dog with no reason, lucky I lift him in time. The park is wonderful but there are too many dog owners with no brains, where they buy big breeds without giving them a proper training and they are just capable of saying"" but with me it is gentle,he is a kind dog"". The dog needs to be trained and think also has an animal instinct. Please if you are a person like that don\'t buy a dog and leave this wonderful park and the people with training dogs leave in peace ☮️.']","[5, 5, 5, 3, 2]"
Chadwick Reserve Dog Park,-37.9824936,145.117738,[],[]
Namatjira Park,-37.93310529999999,145.1099771,"['First time in there, definitely worth 5 stars. Not too many people even on Sundays. Dog friendly as well, with a huge off-leash area, no fence though.', ""Great place to relax with friends and family. It has a very large open reserve and a few walking trails around the lawns. It's quite big in size and very accessible from Clayton community center. Great place to bring your dogs. There's dedicated area for an unleashed dog walk. There's a playground for kids as well. Didn't see any electric barbecues."", ""Lovely park and a great place to take the dogs for a walk! There's a circular path around the lake, with plenty of birds and wildlife. Dogs are allowed off leash for the most part of the walk, with some areas being on leash only, such as close to the children's playground. Plenty of shaded areas, picnic benches, water fountains and a play area. Parking is either on the road or in the dedicated carpark, and toilet facilitates are located within too."", 'A nice park with parking, bbq, toilets, kids play area, open gym, etc. Seemed busy on Sunday afternoon with a lot of people in BBQ. However, plenty of space to lie on the grassland, and watch water reserve. Dogs allowed\n\nWorth while visit if you love nature and are in the midst of city.', ""Great series of parks with a footy oval, that is a dog off leash area, linked to a more open park with a lake, bridges and bird watching platforms. Most of this off leash as well.\nMy daughter's dog was clearly a bit hot, so she decided to have a swim in the lake.\nThere is also a shelter for parties with ex electric BBQs.""]","[5, 4, 5, 5, 5]"
Derring Lane Reserve Dog Off Leash Area,-37.9715633,145.0761705,"['Great dog park, decent size, plenty of gardens for dogs to sniff around, has a few seats too.', 'Very pleasant, well manicured public park for humans and dogs. Would be even better if it was fully enclosed, and a designated off-lead area.', 'Great place to walk the dog, has picnic tables, has walking paths, drink tap with a dog drink station. Some what hidden entrance.', 'Great little park with enough space for the dogs to explore and a picnic table down the south end and enough water taps for the dogs.  Looks well maintained.\n\nOnly the entrance at Derring Lane has a gate, would be nice if Council put them at the other two entrances too.', 'A relatively spacious off-leash dog park with two main areas, one which is an open grassy area, and one area with lots of trees and some shade. Dog fountains are contained within and the reserve is gated. There are a few picnic tables and benches too.']","[5, 4, 4, 4, 5]"
Reg Marlow Reserve Fenced Dog Park,-37.9764438,145.0721879,[],[]
George Woods Reserve Dog Off Leash Area,-38.0102793,145.0942789,[],[]
Farm Road Reserve Fenced Dog Park,-37.9643867,145.0767155,"['Heaps of space, lots of trees! My two dogs love the variety in terrain (gravel, dirt, grass, as opposed to just a field), with the option of three water stations at each end, and a poop bag dispenser for when you’re short on supply.\n\nMy only worry would be the slight gap under one of the fences, which might lead to an escape. Would only be relevant for an unsupervised small dog though :)', ""A fantastic dog park which is fenced and gated on all sides. There are plenty of shaded areas with lots of trees, and a few water fountains for the dogs throughout. It's a great place for dogs to socialise, run around and explore."", 'Great enclosed park to take your dogs to. Lots of space for them to run around and 2 drinking fountains for really hot days. The tree cover here is also fantastic', 'Fully fenced so is good for those doggos with selective hearing, yep, we know those ones. Not a big place but long enough for a breezy stroll with trees to provide some shade and play fetch. With water fountain and bin with bags provided. Parking is off street though if driving.', 'Not too small, not too big. Dog can roam leash free.']","[4, 5, 4, 4, 5]"
Iluka Reserve Fenced Dog Park,-38.0232291,145.1091723,"[""Fenced dog park with 3 entrances, with doubly gated entrances to ensure dogs don't escape. The enclosed reserve is quite large for dogs to socialise. There's a park bench and plenty areas for dogs to explore and sniff. Just outside the reserved area is a children's play area and park, so dogs are required on-leash just outside. Can become very wet and marshy the day after lots of rain, with the entranced gateways becoming very muddy!"", 'Nice place to let the dogs run free', 'Nothing flash but very practical layout for local dog owners to give their fluff babies some exercise.\nNew park benches have just been provided by council.', ""Great safe off leash park with shady trees right next to children's play ground."", 'A great open space for dogs off lead. Friendly doggie community meet on regular walk times.']","[4, 4, 4, 5, 4]"
Dog Park,-38.0056516,145.0961884,"['Spacious and well cared for enclosed Dog Park with poopy bags and a small obstacle course on site. Went on a weekday mid-morning and found approx. 20 dogs varying shapes and sizes enjoying running about and socialising in the sunshine', 'Contained area so dogs can be safely let off the leash. Large area for them to run. Benches to sit, covered for sun shade. Drinking water for dogs. Poo bags at the entrance. Street parking near both entrances. If you love your dog(s), take them here.', 'Great use of available space to fully fence this area for dogs. Plenty of room for many tail waggers to get their zoomies on.  Park has minimal shelter apart from a seating area with roof. Only one water tap and bin, poo bag dispensers at each end of the park.  Very full of prickles all summer long, not ideal for shaggy coats. Some agility equipment but really the park is all about the great use of space for dogs to get a good run.', 'Great social spot for dogs to interact.', 'A great fenced dog park! Water station, plenty of space and an area for sitting in the shade.\n\nPark is definitely big enough in the event you need to take your dog away from another (quite rare), and some basic agility courses to train your dog and teach them a new trick.']","[5, 5, 4, 5, 5]"
Le Page Park Dog Off Leash Area,-37.9586731,145.0721823,[],[]
Amaroo Drive Reserve Dog Off Leash Area,-38.0361626,145.1328597,[],[]
Nurten Parade Reserve Dog Off Leash Area,-38.0242459,145.1231777,[],[]
Spring Road Reserve,-37.9758317,145.1373034,"[""I felt like I wasn't in suburbia, the wild grass flowers are starting to bloom. Everyone seemed chilled and most people with dogs were happy to have a chin wag.\nThere is a fenced off, off leash dog park. You can also walk free outside of the fenced off area and your dog can be off leash. And that area also is fenced at Westall extention."", 'Best place in Melbourne for flying kites.    So much open area with clean winds in all directions.', 'Large open off leash area for the dogs. Enjoyable walk though lacking some shade. I really hope dog owners pick up after their dogs too.', 'A top spot to fly kites', 'Good place to fly a kite. Although people with hayfever should stay away as their is a lot of dust and pollen.']","[5, 5, 4, 5, 4]"
Emerson Place Reserve Dog Off Leash Area,-37.9294254,145.2501566,"['This would have to be one of the best doggie  parks around  especially  the little  dogs section our puppies  love ❤️  it and the friendly  people  with there puppies  a real joy to go there congratulations  to the council  for such a delightful  community addition a very  big thank  you', 'Pros: nice high fences; separate enclosed area for quiet, small or anxious dogs; lovely landscaped gardens, several  entrances- all double gated; drinking fountain x1 (dog and human); bin outside one entrance for poo bags; didn\'t see any poo lying around ☺️; well maintained; stick library!\nThere\'s also a leash free reserve next door, although dogs can escape this area, plus a fitness area with equipment and a playground for the kids.\nYou can access a walking/ bike track too, but note there\'s a creek running alongside.\nCons: no parking. Need to park at the shops or in a nearby street and walk short distance to entry point; limited shade from one beautiful oak tree, ""dry river bed"" is full of mud🤦(who\'s bright idea was that! Happy dogs though!); Reserve next door is an overgrown mess with grass about 2 foot tall - REALLY BAD FOR HAYFEVER and can\'t see dogs when they are in the grass (watch out for snakes?);enclosed area is smaller than many dog parks; second area for small/ timid dogs was a mud pit in the centre.', 'lots of friendly dogs and people.has a small dog section', ""All the dog owners are friendly and respectful of others who want to keep to themselves. People are generally aware of their dogs' behaviour and quick to respond to any unruly behaviour.\nThe place is always well maintained and tidy."", ""Great fenced space with areas for big dogs and small dogs. It's large so plenty of space to run around and it's dry. Unlike Knoxfield, which is soggy.""]","[5, 3, 4, 5, 5]"
Emerson Place Fenced Dog Park,-37.9284798,145.2504862,"[""A very well designed dog park, so a big shout out to the local council who has developed it. There's a large area for big dogs, and a smaller area for quieter ones like Yumi. People are friendly and I haven't experienced bad behaviour or uncontrolled dogs... Fingers crossed that it continues like this!"", 'Very clean and well taken care of. Love that there were two fenced areas, one general area for all dogs and one for quiet dogs. Came here on a weekday in the afternoon and there were hardly any dogs, which was perfect for training my reactive dog.', 'Beautiful new dog park but be careful if you have a dog with hypoallergenic fur. The trees and surrounding plants have plenary of prickles that will get stuck in your dogs coat and take forever to get out. Maybe think of changing the plants?', 'I will have to put my wife on a lease  she always chases the ball when we are at the puppies  park not fair for the puppies', ""Disrespectful dog owners who can't follow the rules, who ruin it for everyone else. If your dog is smal and does not like to play with the big dogs don't let him in the obviously signed big dog area.\nBe respectful for others and start thinking of them for a change instead of allways thinking about your self.\nWould not recommend anyone to go here unless you wanted to get treated badly.""]","[5, 5, 3, 5, 1]"
Gunns Road Reserve Fenced Dog Park,-37.9967239,145.2648537,"['Very nice place to take your dogs to this park. Nice location and it has got a nearby kids play ground too.\nVery nice walking trails around this area. You can take your dogs for a good walk around the lake near the frog hollow reserve after visiting this park or just before visiting this park.!', 'A good sized off leash area, mostly grassed, with a walking track between the two gated ends.  A little wet under foot on the bottom 1/4 of the area given recent rain.  Bags & bin provided.', 'A great place for your fur buddy to get the good mail on goings on and have a wonderful day, playing Frisbee or bally with new found friends, Joe scores it a 10', ""Great dog area and really good children's play area"", 'Rubbish park for dogs. No\nLatches o. Gates & entire park floods in rain. Typical Casey project!']","[5, 4, 5, 5, 1]"
Karayong Park,-38.0636829,145.2580959,[],[]
Gunns Road Reserve,-37.9959207,145.2596542,"[""Nice level shared wide concrete bicycle and walking track, with some interesting natural diversity to look at while you travel along it. There is a good sized children's playground with quite a few things to keep them occupied, plus an undercover picnic table and seating area. There is a drinking tap for the kids here as well. A highlight for the area is the viewing platform near the freeway underpass, it has a seat and a plaque, showing the insects and wildlife you can spot from this location, and its well worth your time to investigate with a camera."", 'Nice comfortable walk and you are able to decide if you want a short one or a long one as there are many variants and additions. If you go upto the Frog Hollows reserve from Gunns Road reserve, you can possibly do a 5km+ round walk', 'Walking track, playground, off leash fenced dog area, lots of grass & trees.\nWell maintained, reasonably clean.\nSeveral bins available.', ""Best park I've been to. Wide, spacious area with some beautiful birds. With new playgrounds and a separate dog pen which is huge, segregated away from the playgrounds, so you can let your dogs off the leash, without any problems.\n\nA nice board walk over the river by the freeway that contains wildlife such as ducks. A beautiful place on a sunny day. I definitely recommend this big, spacious park for your children to play, your dogs to run, even going for a nice walk or run.\n\nGreat for picnics too."", 'Great for walking and cycling. No public bathroom. Parking available.']","[5, 4, 4, 5, 5]"
Frog Hollow Reserve,-37.98999999999999,145.2744444,"['Very nice grounds for sporting activities, nice walking tracks and very good club rooms and facilities. Leads off to walking tracks around frog hollow leading to hallam and beyond.', ""It's a beautiful reserve and I love it's quiteness. Council needs to do more for the place as bugs bite you on your walks and it's very bushy for snakes to comfortably live with public."", 'Easy walk around the lake or a different circuit right around to Gunns Road park is about 5km.', 'Great hideout to locals. Still in the process of developing the reserve. Some pathways are yet to be paved. Great cycling track going beyond Berwick and other end beyond Cheltenham.\nReasonable park for kids to play and limited BBQ area for families. There are facilities for exercising too once lockdown restrictions are eased. Great walking track when extended towards Eumemmering Creek', 'A great suburban oasis with wetlands. Very simple circuit, ideal for all ages and abilities. Great to see it is well used as well! There is exercise equipment and a playground as well as benches to appreciate the unique flora and fauna.']","[5, 4, 4, 5, 5]"
Thomas P Carroll Reserve,-37.9949404,145.2269565,[],[]
Meduno Drive Reserve,-38.042828,145.259803,[],[]
Peppercorn Park,-38.0447351,145.2702338,[],[]
Haselden Reserve,-38.058578,145.258468,[],[]
Narre Warren North Reserve,-37.9903958,145.2901741,[],[]
Max Pawsey Reserve,-38.0182369,145.2970708,[],[]
Gladeswood Reserve Dog Off Leash Area,-37.9308509,145.1984791,[],[]
Carrington Park,-37.8969722,145.2441545,"['What a beautiful place to be. For anyone any age any activity. love love love it here.\nKids playground has an awesome massive slide and rock climbing area along with the awesomest big round swing with undercover sitting area\nIt also has seniors movement obstacle.', 'Krema Xpress O serving up great coffee at Knox United Soccer Club', 'Overall the park has about all you need to entertain some kids. Has a net swing, normal swings, a tall main structure with 2 large slides, and a couple other gimmicks. There is also a small rock climbing boulder to the side, which is fun to use. Nice scenery, not very crowded and overLl wuite pleasant to visit.', ""This is a great place to watch some cricket and the kids can play on a new park which will be opening soon i believe. All the new infrastructure looks awesome. Even has an RC car track that needs some work but still fun. And don't forget the cricket scoreboard is awesome as well. Well worth a visit on the weekends."", ""Good for kids and parents, There is tables to sit next to and the playground. There is a green slide up high and a blue slide at normal height. There's a rock to rock climb on as well.""]","[5, 5, 5, 5, 5]"
Freeway Reserve Dog Off Leash Area,-37.9183922,145.1684745,[],[]
Larpent Reserve Dog Off Leash Area,-37.8710947,145.1704058,[],[]
Royal Avenue Reserve Dog Off Leash Area,-37.9594482,145.0151436,[],[]
W. L Simpson Reserve Dog Off Leash Area,-37.938174,145.0214384,[],[]
George Street Reserve Dog Off Leash Area,-37.96145449999999,145.0281225,[],[]
Brighton Beach Dog Off Leash Area,-37.92900789999999,144.9896774,"['Welcome to dog island!\nGreat off leash beach! Heaps of wonderful dogs on the weekends. Options of shallow water, deep water and miniature waves.\nThere is a short section with some smelly seaweed which dogs love, but you can go past it.\nWater fountain is available outside of the beach.\nNot fully fenced, but no close busy road around, just cyclists and pedestrians.', ""My partner suggested a walk on the beach after lunch, and we picked this one, which is typical of Melbourne's suburban beaches in that:\n\n- parking is limited...and getting expensive ($6.10 for the first hour!)\n- if the tide is in, there's very little sand exposed\n- it is generally shallow for a few tens of meters before the deeper water begins\n- amenities such as public toilets are a decent hike up or down the beach.\n\nBut, as the photos show, on a lovely afternoon like this was, you're often sharing the sand with a small number of people. And dogs, but that's to be expected, though I think we walked past the off-leash area.\n\nGetting to the sand from the car is straightforward, and the path shown is at the same level as the road, with stairs or cut slopes down to the beach itself, which is about fifteen meters lower. The slopes are steep enough that anyone who is unsteady on their feet will likely find the going tricky. And the path is supposed to be pedestrians only - there's a dedicated bike path adjacent to the road - but it's self-policed so you have to keep an eye and ear out for errant riders who rush up on you at speed, irrespective that they shouldn't be there.\n\nThe breakwaters are an easy place to clamber, and ideal for kids looking to have an adventure. Being a bay beach, the waves don't tend to sweep over the breakwaters in calm weather, so there is little danger of being washed away, though there are gaps large and small between the rocks so turning an ankle is possible. The slope on the edges of the breakwater is gentle, so apart from the mossy spots close to the waterline, you shouldn't inadvertently slip your way into the drink if you walk down the sides.\n\nAs with most Melbourne beaches, the sand is coarse with lots of broken shells. In my mind, our beaches are rough and ready, lacking the pristine white sand you see in Queensland tourist brochures. But they are one hundred percent okay for a lazy day by the seaside. And even better, right on our doorstep!"", 'Before you pack up your car with your new rescue dog or your young pup that still has poor recall for a day at the beach, be warned that this is NOT a fully fenced area as described online. It is only an off leash beach. The fences are at maximum, knee height and mostly at ruler height. Some fences are pushed over and at the southern end the rocky wall area slopes gently towards the people pathway. There are gated entrances, but these are pointless because of the broken and low fences. This is a beach for Velcro dogs and dogs with good recall.', 'Lovely beach for dogs, family or a magnificent view of the city to Geelong. Perfect for a romantic sunset/ sunrise', 'We need more off-lead beach places as a community. Love this spot.']","[5, 5, 2, 4, 5]"
Banksia Reserve Dog Off Leash Area,-37.9857931,145.0431238,[],[]
Mentone Beach Dog Off Leash Area,-37.988303,145.0572034,"['Mentone Beach is beautiful. Nothing more to say!', 'This is a stunning beach and perfect for dogs to safely play, with shallow safe water and sand bars for walking on.', 'A wide beach with small waves which is ideal for dogs. Being down the bottom of a hill means there’s little chance the dogs can run on the road too.\n\nSometimes there’s conical seashell egg sacks on the beach, which are unattractive but safe around dogs.\n\nLocal community of dog lovers are supportive and there’s never any issues with out of control canines in my experience.', 'Great beach  plenty of room\nFor  a run and swim\nParking excellent', 'Great beach, lots of dogs, love it here!']","[5, 5, 5, 5, 5]"
Merindah Park Dog Off Leash Area,-37.9595765,145.0260954,[],[]
Ricketts Point Dog Off Leash Area,-37.98998,145.0282579,"[""It was great to return here after many years away - and it's thankfully still the same, with a lovely wide sandy beach for walking. I didn't swim and don’t have a dog, though could see plenty of dogs, and their owners happily chatting. Rickets Point Cafe is still there as well, with the same lovely views, which was wonderful to know."", ""It's alright. If you're not worried about your dog running away into bushes and into a massive drain tunnel that doesn't seem to have a grate in it from what I could see then it's a good spot. Lots of other people with friendly dogs. Parking starts at 5.50 per hour just FYI."", ""Here is my review about Ricketts Point in Beaumaris. It can be found on Facebook and Instagram.\nThe last time I came here was at least 20 years ago. It was when the cafe was at its height of popularity and the carpark was always full.\nThe day I went to Ricketts Point in May a storm was brewing and restrictions were slowly being lifted - hence there being quite a few out walking their dogs on a leash [this is a dog friendly beach], walking and out with the kids.\nThe beach is heavily covered in surface rocks and seaweed. There were plenty of seagulls and the air was crisp. I walked towards where Ricketts Point Beachside Cafe was only to find it boarded up and empty. You will have to check to see when they reopen as I couldn't find anything on their Facebook page.\nThis area is also part of the Ricketts Point Marine Sanctuary because the abundance of marine flora and fauna. It is a great place to snorkel, swim and exercise. Plus a wonderful place for landscape photography.\nYou can get there by public transport or car. Parking isn't cheap, but there is an app that is cheaper to use as you only pay as long as you stay,\nWorth a visit."", 'Absolutely gorgeous place for snorkelling.\nPoor signage, unfortunately m, as heaps of people can be seen walking on the reef or fishing.\nFull of several beautiful species of fish, cephalopods and nematodes 💙', 'Visually stunning sunsets with views better than other bayside beaches and it has the  added benefit of being able to bring the hound after certain times.']","[5, 3, 4, 5, 5]"
G.R. Bricker Reserve Dog Off Leash Area,-37.9424852,145.0536677,[],[]
Lord Reserve Dog Off Leash Area,-37.8944934,145.0497677,[],[]
Brighton / Sandown Street Dog Friendly Beach,-37.9063635,144.9842608,"[""We went to the Brighton dog off leash area. It's a great area as it's fenced off and covers an area of sand and scrub that extends into the bay so the dogs can cool down on a hot day.\nYesterday evening the tide was out so the water level was very low.  As a result there were large areas of very soft sand and seaweed that's was hard to walk on.\nIt was dark so we had to be careful to keep the dog's ball in sight.\nThere are very limited facilities here. No toilets, no water fountains for either people or dogs etc. so it's good to bring your own water with you."", 'A lot of smaller dogs here which suits our little one. The water is quite shallow and the actual size of the off leash area is manageable compared to the larger dog beach in Sandringham.\nWould give five stars, but there was quite a bit of rubbish and broken bottles when we visited. Will bring a bag to pick up litter next time.', 'Excellent,  well maintained park with a wide range of dogs visiting. Safe for dogs to wade and swim.\nParking can be awful.', 'Great place for dogs of all sizes and needs. Including bin and fence', 'Great place for dogs to have a splash and run in a safe area.\nMake sure to bring towels for after the play day.']","[5, 4, 4, 5, 5]"
Half Moon Bay Beach Off Leash Area,-37.9670234,145.0114969,"['Too stunning place to visit. Amazing cliffs, beach  and jetty. You can’t miss this wonderful place in Melbourne!', 'Perfect spot for a night swim on a late summers evening. Waters are completely still.\nLots of wildlife to see in the shallow waters too including various fish and eight legged sea stars.', 'Nice place to have a walk', 'Dogs restricted 10am-730 pm starting November.  No signs in car park indicating this. Beautiful place.', 'Worth on your summer days.\nClean water and good views.']","[5, 5, 5, 4, 5]"
Snowdon Reserve Fenced Dog Park,-37.9745612,145.080284,[],[]
Off Leash Dog Park,-37.943955,145.0816616,[],[]
Maple Reserve Dog Off Leash Area,-38.1014797,145.1431547,"['Great open space to walk your dog. Beware of bikers. They tend to think they own the path. But there are plenty of well kept grassy areas on either side of  the track to throw a ball for your doggy friend.', ""A decent walk and a great place to take your dog off leash for socialisation. The trail is quite long and there's plenty of grass area for the dogs to play, but be wary that the path is shared by bikes too. A few water fountains on the trail and bins at either end. Plenty of shade from the trees and parking can be found on the street at each of the entrances."", 'My dogs love this place. Just be careful after we have had a big rain. Can get a bit puddle-y in parts', 'Always love walking down here, I don’t have a dog but growing up in this area I always get a huge hit of nostalgia from when I was a kid.\n\nIt’s always green here.', 'Lovely area for walking the dog.\nDo be mindful of the brickyard adjacent to the park (55 Brunel Rd Seaford).\nThe dust that blows up from this place during the warmer months can be overwhelming if you are anywhere near the area.\nThis dust causes eye and throat irritation - it has all sorts of nasty ingredients in there.\nIt is a shame that Frankston City Council considers this to be an acceptable industry activity in this public area.']","[5, 5, 4, 5, 3]"
Chelsea Bicentennial Park Dog Off Leash Area,-38.05117799999999,145.1301299,"[""Quite a large off leash dog area with plenty of open grassland area for dogs to run around and play. There's some standard agility equipment in the centre, alongside poop bag dispensers, bins and a shaded picnic area. The off leash dog park connects to the main tracks in the Wannarkladdin Wetlands and Bicentennial Park."", 'Great open field plenty of space to run!', 'Really great dog park. There is dog agility equipment and a poop bag dispenser. The park is huge and there is lots of space for the dogs to run.', 'Disappointing because it is smaller than you think due to signage without fencing and usually unkept. Could do with another drink station and more seating/tables with sun shelters or trees.', 'Sensational dog park, lots of open space and fun obstacles to enjoy.\nNo busy roads nearby, plenty of parking, and a nice vibe of local dogs and owners.']","[5, 5, 5, 4, 5]"
Roy Dore Reserve Fenced Dog Park,-38.078697,145.1330305,"['I love this off lead gated dog park ,\nlove that its a large area , lots of grass, a path to walk along, enclosed and double gated.\n\nNice change when we don’t want to go to our local off lead (non gated) or beach.\n\nall the doggies we have met so far have been super friendly to our small girl.', ""Great space for taking your dog or even the kids. Large open spaces with decent gates for the dog area. Love the range of nature provided for the dog park.\n\nOnly downside is, it's a bit of a let down when the maintenance comes in and it's locked off. Downside of having such a nice space though. If it rains, you probably want to leave since shelter is limited. Parking is also shared with a massive football field.\n\nOne annoying thing is people thinking they can park anywhere...leaving no room to dodge pot holes...very inconsiderate."", 'A large fenced dog park with lots of open grassland area. No agility equipment within the off leash area and limited shade with some trees. Great for dog socialisation.', 'Biggest free fenced dog park I’ve ever seen! I like how it’s “natural landscaped” with trees and plants bushy areas for dogs to explore, not just a field of grass.\nIt would be good if the council could put in another tap/drinking station at the carpark end though :)', ""It's ok in middle of weekdays, but any other time large dogs run riot, with owner's who either don't care or don't notice.\nNeeds a play area for small dogs.""]","[5, 4, 4, 5, 3]"
Armstrongs Reserve Dog Off Leash Area,-38.0906499,145.1313954,[],[]
Banyan Reserve Dog Off Leash Area,-38.0948539,145.1830133,[],[]
Bonbeach Sports Reserve Dog Off Leash Area,-38.0605825,145.1330772,[],[]
Seaford (Keast Park) Off-Leash Dog Beach,-38.0862872,145.1230012,[],[]
